2507,2424,2614,2624
2526,2448,2614,2575
2526,2517,2634,2575
2512,2859,2673,2580
2517,3025,2673,2531
2502,2932,2653,2492
2473,2727,2609,2502
2497,2614,2570,2487
2502,2551,2546,2492
2507,2517,2551,2512
2517,2517,2546,2502
2517,2512,2541,2517
2507,2492,2531,2497
2512,2468,2507,2497
2526,2463,2526,2512
2517,2463,2536,2497
2521,2468,2517,2497
2507,2463,2507,2492
2507,2473,2526,2512
2507,2448,2512,2502
2521,2443,2492,2502
2521,2424,2492,2497
2526,2419,2487,2507
2521,2419,2507,2482
2521,2453,2512,2492
2507,2468,2507,2487
2502,2478,2502,2497
2526,2478,2517,2497
2497,2478,2517,2517
2497,2473,2517,2507
2512,2478,2517,2502
2512,2473,2517,2507
2521,2473,2521,2492
2507,2463,2512,2497
2497,2463,2512,2502
2492,2448,2507,2502
2502,2453,2512,2497
2497,2468,2517,2492
2512,2463,2517,2497
2507,2482,2512,2507
2497,2478,2526,2512
2507,2473,2531,2512
2507,2473,2531,2497
2507,2468,2521,2507
2497,2458,2512,2512
2507,2473,2517,2507
2507,2473,2502,2512
2512,2453,2507,2497
2497,2463,2507,2492
2507,2458,2507,2492
2492,2473,2502,2507
2492,2468,2521,2507
2507,2463,2517,2512
2502,2482,2517,2502
2507,2482,2531,2507
2507,2478,2507,2487
2502,2448,2517,2502
2502,2453,2512,2502
2502,2448,2502,2502
2507,2419,2492,2512
2502,2399,2487,2507
2497,2409,2492,2512
2507,2414,2502,2492
2507,2453,2512,2512
2497,2473,2517,2497
2497,2482,2521,2507
2502,2492,2521,2492
2497,2478,2521,2517
2497,2463,2507,2497
2497,2468,2517,2517
2492,2468,2492,2492
2482,2443,2502,2502
2497,2448,2497,2497
2497,2443,2502,2492
2482,2419,2482,2497
2502,2394,2458,2478
2502,2350,2438,2487
2497,2468,2517,2492
2507,2453,2502,2507
2497,2458,2507,2512
2482,2458,2521,2570
2492,2458,2531,2590
2521,2468,2556,2561
2517,2473,2575,2561
2473,2502,2585,2546
2502,2521,2639,2565
2531,2595,2668,2575
2531,2727,2717,2575
2561,2961,2741,2556
2561,2976,2693,2526
2502,2810,2619,2507
2497,2644,2565,2497
2512,2536,2517,2507
2517,2492,2531,2507
2526,2487,2531,2502
2507,2507,2531,2512
2517,2512,2536,2521
2526,2487,2517,2497
2521,2512,2531,2492
2507,2502,2541,2512
2512,2497,2536,2497
2526,2492,2536,2507
2512,2482,2536,2512
2507,2482,2517,2517
2517,2463,2517,2507
2521,2473,2521,2507
2512,2478,2521,2502
2517,2487,2541,2497
2512,2507,2521,2512
2487,2507,2521,2492
2507,2502,2531,2521
2507,2482,2541,2512
2492,2487,2531,2507
2502,2482,2526,2512
2517,2482,2526,2492
2497,2482,2517,2502
2507,2463,2512,2507
2507,2478,2512,2507
2521,2463,2526,2497
2502,2473,2526,2497
2497,2473,2512,2512
2502,2468,2517,2507
2502,2468,2507,2507
2497,2468,2521,2502
2502,2468,2517,2512
2492,2468,2521,2502
2492,2478,2517,2507
2507,2463,2521,2502
2507,2453,2512,2507
2502,2443,2521,2507
2507,2443,2497,2487
2512,2438,2497,2497
2517,2434,2507,2502
2507,2419,2502,2512
2517,2438,2492,2507
2512,2458,2497,2512
2497,2448,2497,2497
2517,2443,2507,2512
2492,2438,2502,2492
2497,2448,2492,2492
2497,2424,2492,2502
2502,2419,2487,2487
2502,2394,2492,2492
2512,2370,2468,2502
2521,2370,2463,2507
2502,2370,2448,2502
2507,2380,2458,2478
2512,2365,2453,2473
2512,2375,2473,2478
2512,2394,2468,2478
2507,2404,2463,2478
2507,2385,2429,2463
2507,2370,2414,2463
2526,2463,2531,2507
2526,2458,2521,2502
2507,2458,2507,2512
2517,2463,2526,2492
2497,2463,2517,2502
2517,2453,2507,2487
2502,2453,2521,2492
2512,2458,2517,2497
2517,2468,2517,2497
2512,2473,2512,2502
2497,2458,2492,2521
2507,2448,2507,2551
2531,2443,2521,2541
2546,2438,2526,2536
2546,2463,2536,2521
2541,2478,2536,2517
2565,2478,2575,2521
2570,2487,2585,2521
2561,2551,2600,2541
2556,2590,2605,2546
2541,2624,2609,2546
2561,2639,2600,2517
2565,2644,2605,2521
2561,2634,2580,2521
2551,2639,2595,2521
2561,2634,2595,2526
2546,2609,2570,2512
2531,2580,2546,2517
2536,2536,2531,2512
2531,2502,2546,2497
2531,2502,2531,2497
2531,2482,2521,2512
2512,2473,2526,2507
2517,2453,2531,2507
2526,2463,2521,2497
2521,2438,2517,2507
2502,2473,2507,2497
2512,2482,2531,2497
2517,2478,2517,2492
2521,2463,2512,2497
2502,2463,2507,2502
2517,2468,2517,2512
2517,2453,2512,2507
2512,2468,2517,2507
2502,2463,2521,2492
2507,2458,2517,2512
2512,2463,2507,2502
2521,2478,2517,2517
2512,2463,2517,2502
2507,2468,2512,2507
2517,2478,2536,2517
2521,2478,2521,2517
2502,2463,2526,2497
2487,2458,2517,2497
2502,2482,2526,2497
2507,2463,2512,2512
2507,2458,2517,2517
2487,2478,2521,2512
2497,2458,2512,2502
2502,2468,2512,2517
2497,2453,2517,2492
2507,2473,2517,2517
2512,2478,2512,2512
2497,2478,2526,2502
2492,2453,2517,2497
2497,2473,2521,2502
2502,2463,2502,2517
2502,2468,2521,2517
2492,2458,2526,2497
2502,2473,2512,2492
2487,2478,2512,2492
2487,2482,2512,2502
2507,2458,2502,2502
2507,2473,2502,2507
2492,2478,2531,2517
2473,2473,2521,2482
2487,2468,2507,2492
2502,2463,2512,2487
2482,2453,2517,2507
2473,2443,2517,2512
2487,2468,2512,2492
2502,2453,2507,2492
2492,2468,2521,2507
2492,2453,2507,2517
2507,2473,2531,2502
2517,2473,2531,2497
2526,2453,2526,2502
2526,2487,2546,2512
2531,2458,2575,2497
2521,2497,2639,2531
2531,2585,2688,2536
2517,2771,2707,2580
2536,2707,2639,2546
2546,2590,2595,2546
2541,2526,2565,2526
2561,2497,2541,2507
2531,2482,2531,2502
2541,2468,2526,2492
2521,2473,2526,2512
2546,2468,2541,2517
2541,2468,2536,2497
2517,2492,2521,2502
2521,2492,2536,2517
2517,2482,2536,2517
2512,2473,2536,2502
2521,2463,2517,2507
2507,2468,2517,2497
2517,2463,2507,2517
2507,2458,2521,2521
2497,2458,2512,2517
2512,2468,2507,2497
2512,2458,2521,2507
2517,2458,2512,2507
2497,2482,2507,2497
2517,2458,2536,2497
2502,2463,2526,2497
2492,2453,2531,2487
2497,2468,2517,2492
2487,2443,2521,2507
2502,2448,2512,2492
2487,2473,2526,2497
2478,2473,2517,2512
2492,2473,2502,2492
2502,2487,2526,2497
2497,2473,2526,2517
2492,2473,2517,2497
2492,2468,2512,2492
2497,2478,2507,2507
2487,2478,2521,2497
2502,2473,2512,2521
2497,2463,2521,2507
2487,2463,2502,2487
2492,2463,2502,2492
2478,2463,2512,2502
2497,2448,2517,2492
2487,2468,2531,2497
2482,2478,2512,2492
2497,2468,2507,2502
2502,2478,2502,2517
2492,2463,2526,2492
2478,2463,2531,2487
2497,2468,2526,2492
2482,2468,2521,2492
2497,2458,2512,2487
2502,2448,2502,2502
2502,2463,2507,2497
2492,2468,2517,2502
2502,2453,2526,2478
2502,2458,2526,2497
2507,2448,2517,2487
2497,2463,2521,2497
2492,2448,2526,2512
2497,2468,2531,2512
2482,2458,2526,2517
2487,2473,2526,2507
2492,2458,2521,2502
2497,2468,2507,2507
2487,2463,2521,2497
2507,2463,2526,2487
2502,2463,2512,2487
2512,2448,2517,2512
2502,2473,2507,2507
2512,2482,2546,2487
2526,2463,2546,2507
2512,2478,2580,2521
2521,2507,2624,2526
2526,2565,2673,2536
2536,2678,2683,2561
2531,2644,2634,2556
2531,2600,2600,2531
2556,2517,2551,2507
2541,2502,2546,2521
2546,2473,2521,2512
2561,2473,2546,2517
2551,2482,2541,2517
2541,2492,2546,2521
2526,2478,2536,2512
2541,2482,2521,2502
2531,2487,2536,2497
2526,2478,2517,2497
2541,2482,2541,2507
2536,2468,2517,2492
2521,2463,2521,2482
2521,2448,2521,2487
2526,2453,2521,2478
2517,2458,2512,2487
2512,2443,2512,2487
2526,2448,2517,2492
2512,2463,2517,2482
2521,2463,2517,2487
2507,2473,2536,2497
2526,2448,2536,2507
2512,2458,2531,2497
2512,2458,2512,2487
2521,2458,2531,2487
2531,2458,2521,2487
2521,2453,2531,2482
2512,2473,2512,2482
2521,2468,2536,2512
2507,2478,2517,2507
2517,2478,2517,2502
2502,2468,2531,2492
2512,2463,2526,2497
2517,2473,2541,2502
2526,2478,2521,2507
2512,2453,2531,2492
2492,2463,2526,2487
2517,2473,2536,2507
2507,2473,2521,2497
2512,2478,2517,2502
2507,2473,2531,2507
2492,2448,2526,2487
2502,2468,2507,2487
2497,2463,2512,2482
2497,2448,2526,2482
2512,2473,2531,2497
2502,2453,2531,2487
2502,2468,2512,2497
2512,2468,2536,2497
2487,2468,2526,2521
2512,2497,2526,2517
2492,2478,2536,2521
2487,2487,2536,2512
2497,2478,2512,2507
2482,2448,2517,2482
2492,2443,2507,2497
2512,2458,2526,2502
2517,2468,2517,2492
2497,2463,2531,2492
2517,2448,2517,2497
2502,2453,2512,2487
2507,2478,2526,2507
2492,2468,2512,2507
2497,2443,2531,2492
2512,2468,2517,2502
2517,2463,2517,2497
2497,2463,2526,2492
2512,2463,2536,2507
2507,2453,2521,2512
2502,2448,2526,2512
2502,2453,2521,2507
2507,2458,2526,2492
2531,2448,2546,2487
2526,2463,2551,2502
2531,2473,2595,2521
2531,2482,2668,2541
2536,2600,2697,2531
2546,2707,2668,2561
2551,2663,2634,2570
2565,2556,2565,2526
2546,2507,2556,2502
2551,2458,2531,2502
2531,2429,2512,2487
2546,2414,2507,2468
2526,2419,2521,2482
2536,2448,2526,2478
2517,2434,2517,2502
2517,2448,2526,2492
2526,2473,2546,2502
2526,2482,2541,2521
2521,2482,2536,2517
2531,2482,2526,2521
2507,2468,2526,2517
2521,2463,2526,2512
2521,2463,2536,2507
2507,2463,2517,2487
2492,2458,2521,2507
2512,2458,2512,2497
2507,2448,2536,2507
2507,2458,2512,2487
2507,2463,2536,2502
2512,2453,2517,2517
2502,2482,2512,2497
2492,2487,2512,2497
2512,2468,2512,2502
2512,2458,2502,2502
2497,2478,2526,2497
2492,2463,2521,2492
2487,2453,2517,2507
2492,2453,2517,2492
2497,2468,2507,2507
2492,2487,2512,2492
2497,2468,2517,2492
2482,2453,2526,2492
2482,2478,2517,2502
2497,2478,2512,2502
2497,2448,2517,2512
2482,2473,2526,2497
2478,2453,2526,2502
2492,2463,2521,2497
2492,2478,2526,2517
2497,2458,2517,2507
2492,2478,2507,2492
2482,2473,2502,2497
2502,2473,2531,2507
2473,2473,2526,2512
2478,2468,2517,2507
2492,2482,2521,2492
2487,2468,2507,2512
2478,2453,2521,2512
2482,2473,2497,2507
2492,2458,2526,2507
2487,2473,2531,2507
2458,2473,2521,2492
2468,2463,2517,2517
2482,2473,2521,2512
2473,2468,2521,2492
2468,2463,2507,2512
2473,2478,2512,2492
2482,2463,2517,2497
2482,2458,2512,2492
2492,2463,2521,2512
2492,2478,2497,2502
2502,2473,2507,2507
2478,2453,2507,2507
2487,2458,2517,2497
2497,2458,2517,2507
2492,2478,2512,2497
2512,2458,2507,2512
2487,2463,2507,2492
2482,2473,2521,2517
2502,2492,2521,2517
2512,2487,2521,2497
2517,2478,2531,2502
2507,2478,2551,2517
2521,2487,2605,2507
2521,2536,2649,2541
2517,2697,2712,2531
2531,2751,2683,2561
2521,2653,2609,2546
2526,2561,2561,2526
2536,2512,2551,2526
2536,2473,2541,2512
2507,2473,2531,2492
2512,2463,2517,2507
2507,2453,2526,2512
2507,2453,2517,2487
2521,2463,2517,2507
2492,2453,2531,2497
2512,2473,2531,2517
2521,2482,2541,2507
2512,2478,2536,2497
2507,2473,2526,2502
2517,2463,2507,2507
2512,2458,2526,2507
2512,2448,2497,2517
2502,2443,2507,2497
2512,2453,2521,2492
2492,2453,2512,2512
2497,2458,2507,2497
2492,2463,2507,2497
2502,2473,2502,2507
2497,2468,2502,2507
2497,2448,2526,2502
2517,2443,2507,2487
